"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","1","","","","UnitTests.Repositories.MarkedRepositoryUnitTests","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetAllNoMarked","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetAllNoMarked",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","12","","","","UnitTests.Services.LabelServiceUnitTests","UnitTests.Services.LabelServiceUnitTests.TestDeleteLabelThatDoesNotExist","UnitTests.Services.LabelServiceUnitTests.TestDeleteLabelThatDoesNotExist",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Repositories.ReportRepositoryUnitTests","UnitTests.Repositories.ReportRepositoryUnitTests.TestCreateReportInNonEmptyTable","UnitTests.Repositories.ReportRepositoryUnitTests.TestCreateReportInNonEmptyTable",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Services.UserServiceUnitTests","UnitTests.Services.UserServiceUnitTests.UnbanUserIsBanned","UnitTests.Services.UserServiceUnitTests.UnbanUserIsBanned",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Repositories.ImageRepositoryUnitTests","UnitTests.Repositories.ImageRepositoryUnitTests.TestAddImageInEmptyTable","UnitTests.Repositories.ImageRepositoryUnitTests.TestAddImageInEmptyTable",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Converters.DatasetConverterUnitTests","UnitTests.Converters.DatasetConverterUnitTests.TestConvertOkCoreToDbModel","UnitTests.Converters.DatasetConverterUnitTests.TestConvertOkCoreToDbModel",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","2","","","","UnitTests.Repositories.MarkedRepositoryUnitTests","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetByNonExistentSchemeId","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetByNonExistentSchemeId",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","3","","","","UnitTests.Repositories.UserRepositoryUnitTests","UnitTests.Repositories.UserRepositoryUnitTests.TestGetUserByUsername","UnitTests.Repositories.UserRepositoryUnitTests.TestGetUserByUsername",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","43","","","","UnitTests.Converters.ReportConverterUnitTests","UnitTests.Converters.ReportConverterUnitTests.TestConvertNullCoreToDbModel","UnitTests.Converters.ReportConverterUnitTests.TestConvertNullCoreToDbModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","42","","","","UnitTests.Converters.LabelConverterUnitTests","UnitTests.Converters.LabelConverterUnitTests.TestConvertOkDbToCoreModel","UnitTests.Converters.LabelConverterUnitTests.TestConvertOkDbToCoreModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","3","","","","UnitTests.Converters.MarkedConverterUnitTests","UnitTests.Converters.MarkedConverterUnitTests.TestConvertOkCoreToDbConnectModel","UnitTests.Converters.MarkedConverterUnitTests.TestConvertOkCoreToDbConnectModel",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","7","","","","UnitTests.Repositories.MarkedRepositoryUnitTests","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetAll","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetAll",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","1","","","","UnitTests.Services.MarkedServiceTests","UnitTests.Services.MarkedServiceTests.Get_ShouldThrowException_WhenMarkedModelNotFound","UnitTests.Services.MarkedServiceTests.Get_ShouldThrowException_WhenMarkedModelNotFound",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","8","","","","UnitTests.Repositories.SchemeRepositoryUnitTests","UnitTests.Repositories.SchemeRepositoryUnitTests.TestGetAllSchemes","UnitTests.Repositories.SchemeRepositoryUnitTests.TestGetAllSchemes",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","1","","","","UnitTests.Services.MarkedServiceTests","UnitTests.Services.MarkedServiceTests.Create_ShouldThrowException_WhenCreatorDoesNotExist","UnitTests.Services.MarkedServiceTests.Create_ShouldThrowException_WhenCreatorDoesNotExist",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","3","","","","UnitTests.Services.LabelServiceUnitTests","UnitTests.Services.LabelServiceUnitTests.TestDeleteLabelAssociatedWithScheme","UnitTests.Services.LabelServiceUnitTests.TestDeleteLabelAssociatedWithScheme",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Repositories.ReportRepositoryUnitTests","UnitTests.Repositories.ReportRepositoryUnitTests.TestGetNoReports","UnitTests.Repositories.ReportRepositoryUnitTests.TestGetNoReports",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","2","","","","UnitTests.Repositories.MarkedRepositoryUnitTests","UnitTests.Repositories.MarkedRepositoryUnitTests.TestDeleteExistingMarked","UnitTests.Repositories.MarkedRepositoryUnitTests.TestDeleteExistingMarked",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","2","","","","UnitTests.Repositories.UserRepositoryUnitTests","UnitTests.Repositories.UserRepositoryUnitTests.TestUnbanMarks","UnitTests.Repositories.UserRepositoryUnitTests.TestUnbanMarks",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Repositories.DatasetRepositoryUnitTests","UnitTests.Repositories.DatasetRepositoryUnitTests.TestDeleteExistingDataset","UnitTests.Repositories.DatasetRepositoryUnitTests.TestDeleteExistingDataset",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Repositories.UserRepositoryUnitTests","UnitTests.Repositories.UserRepositoryUnitTests.TestAddUserInNonEmptyTable","UnitTests.Repositories.UserRepositoryUnitTests.TestAddUserInNonEmptyTable",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","6","","","","UnitTests.Repositories.DatasetRepositoryUnitTests","UnitTests.Repositories.DatasetRepositoryUnitTests.TestAddDatasetInNonEmptyTable","UnitTests.Repositories.DatasetRepositoryUnitTests.TestAddDatasetInNonEmptyTable",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Repositories.ImageRepositoryUnitTests","UnitTests.Repositories.ImageRepositoryUnitTests.TestGetAllImagesNoImagesForDataset","UnitTests.Repositories.ImageRepositoryUnitTests.TestGetAllImagesNoImagesForDataset",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","0","","","","UnitTests.Converters.MarkedConverterUnitTests","UnitTests.Converters.MarkedConverterUnitTests.TestConvertNullDbToCoreModel","UnitTests.Converters.MarkedConverterUnitTests.TestConvertNullDbToCoreModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Services.AuthServiceUnitTests","UnitTests.Services.AuthServiceUnitTests.TestUpdateTokenWithInvalidRefreshToken","UnitTests.Services.AuthServiceUnitTests.TestUpdateTokenWithInvalidRefreshToken",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Converters.ImageConverterUnitTests","UnitTests.Converters.ImageConverterUnitTests.TestConvertOkDbToCoreModel","UnitTests.Converters.ImageConverterUnitTests.TestConvertOkDbToCoreModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","43","","","","UnitTests.Services.ReportServiceUnitTests","UnitTests.Services.ReportServiceUnitTests.TestGetAllReportsWhenReportsExist","UnitTests.Services.ReportServiceUnitTests.TestGetAllReportsWhenReportsExist",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","2","","","","UnitTests.Services.MarkedServiceTests","UnitTests.Services.MarkedServiceTests.Get_ShouldReturnFilteredMarkedModels_WhenAdminIdIsNotAdmin","UnitTests.Services.MarkedServiceTests.Get_ShouldReturnFilteredMarkedModels_WhenAdminIdIsNotAdmin",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","5","","","","UnitTests.Services.SchemeServiceUnitTests","UnitTests.Services.SchemeServiceUnitTests.TestUpdateSchemeSuccessfully","UnitTests.Services.SchemeServiceUnitTests.TestUpdateSchemeSuccessfully",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","2","","","","UnitTests.Repositories.MarkedRepositoryUnitTests","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetExistingMarked","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetExistingMarked",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","0","","","","UnitTests.Converters.BannedConverterUnitTests","UnitTests.Converters.BannedConverterUnitTests.TestConvertNullCoreToDbModel","UnitTests.Converters.BannedConverterUnitTests.TestConvertNullCoreToDbModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","3","","","","UnitTests.Converters.UserConverterUnitTests","UnitTests.Converters.UserConverterUnitTests.TestConvertOkDbToCoreModel","UnitTests.Converters.UserConverterUnitTests.TestConvertOkDbToCoreModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","3","","","","UnitTests.Repositories.SchemeRepositoryUnitTests","UnitTests.Repositories.SchemeRepositoryUnitTests.TestDeleteNonExistentScheme","UnitTests.Repositories.SchemeRepositoryUnitTests.TestDeleteNonExistentScheme",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","1","","","","UnitTests.Services.SchemeServiceUnitTests","UnitTests.Services.SchemeServiceUnitTests.TestUpdateSchemeWithNonExistingId","UnitTests.Services.SchemeServiceUnitTests.TestUpdateSchemeWithNonExistingId",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","0","","","","UnitTests.Converters.AreaConverterUnitTests","UnitTests.Converters.AreaConverterUnitTests.TestConvertNullCoreToDbModel","UnitTests.Converters.AreaConverterUnitTests.TestConvertNullCoreToDbModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","5","","","","UnitTests.Services.DatasetServiceUnitTests","UnitTests.Services.DatasetServiceUnitTests.TestDeleteDatasetSuccessful","UnitTests.Services.DatasetServiceUnitTests.TestDeleteDatasetSuccessful",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Repositories.SchemeRepositoryUnitTests","UnitTests.Repositories.SchemeRepositoryUnitTests.TestUpdateExistingScheme","UnitTests.Repositories.SchemeRepositoryUnitTests.TestUpdateExistingScheme",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","3","","","","UnitTests.Services.MarkedServiceTests","UnitTests.Services.MarkedServiceTests.GetAll_ShouldReturnAllMarkedModels_WhenAdminIdIsAdmin","UnitTests.Services.MarkedServiceTests.GetAll_ShouldReturnAllMarkedModels_WhenAdminIdIsAdmin",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","0","","","","UnitTests.Converters.ImageConverterUnitTests","UnitTests.Converters.ImageConverterUnitTests.TestConvertNullDbToCoreModel","UnitTests.Converters.ImageConverterUnitTests.TestConvertNullDbToCoreModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Services.UserServiceUnitTests","UnitTests.Services.UserServiceUnitTests.BanUserDoesNotExist","UnitTests.Services.UserServiceUnitTests.BanUserDoesNotExist",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","3","","","","UnitTests.Repositories.LabelRepositoryUnitTests","UnitTests.Repositories.LabelRepositoryUnitTests.TestAddLabelInEmptyTable","UnitTests.Repositories.LabelRepositoryUnitTests.TestAddLabelInEmptyTable",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Services.SchemeServiceUnitTests","UnitTests.Services.SchemeServiceUnitTests.TestGetSchemeWithNonExistingId","UnitTests.Services.SchemeServiceUnitTests.TestGetSchemeWithNonExistingId",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","5","","","","UnitTests.Services.LabelServiceUnitTests","UnitTests.Services.LabelServiceUnitTests.TestAddNewLabel","UnitTests.Services.LabelServiceUnitTests.TestAddNewLabel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","4","","","","UnitTests.Repositories.ImageRepositoryUnitTests","UnitTests.Repositories.ImageRepositoryUnitTests.TestAddImageInNonEmptyTable","UnitTests.Repositories.ImageRepositoryUnitTests.TestAddImageInNonEmptyTable",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","2","","","","UnitTests.Services.SchemeServiceUnitTests","UnitTests.Services.SchemeServiceUnitTests.TestGetSchemeWithExistingId","UnitTests.Services.SchemeServiceUnitTests.TestGetSchemeWithExistingId",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","0","","","","UnitTests.Services.LabelServiceUnitTests","UnitTests.Services.LabelServiceUnitTests.TestGetAllLabelsWhenNoLabelsExist","UnitTests.Services.LabelServiceUnitTests.TestGetAllLabelsWhenNoLabelsExist",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","3","","","","UnitTests.Services.ReportServiceUnitTests","UnitTests.Services.ReportServiceUnitTests.TestCreateReportWithValidUserId","UnitTests.Services.ReportServiceUnitTests.TestCreateReportWithValidUserId",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Services.DatasetServiceUnitTests","UnitTests.Services.DatasetServiceUnitTests.TestGetDatasetWithNonExistingId","UnitTests.Services.DatasetServiceUnitTests.TestGetDatasetWithNonExistingId",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","2","","","","UnitTests.Repositories.UserRepositoryUnitTests","UnitTests.Repositories.UserRepositoryUnitTests.TestGetUserByEmail","UnitTests.Repositories.UserRepositoryUnitTests.TestGetUserByEmail",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","4","","","","UnitTests.Repositories.UserRepositoryUnitTests","UnitTests.Repositories.UserRepositoryUnitTests.TestUnbanUserNotFound","UnitTests.Repositories.UserRepositoryUnitTests.TestUnbanUserNotFound",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","0","","","","UnitTests.Converters.UserConverterUnitTests","UnitTests.Converters.UserConverterUnitTests.TestConvertNullDbToCoreModel","UnitTests.Converters.UserConverterUnitTests.TestConvertNullDbToCoreModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","0","","","","UnitTests.Services.SchemeServiceUnitTests","UnitTests.Services.SchemeServiceUnitTests.TestGetAllSchemesWhenNoSchemesAvailable","UnitTests.Services.SchemeServiceUnitTests.TestGetAllSchemesWhenNoSchemesAvailable",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","32","","","","UnitTests.Services.AuthServiceUnitTests","UnitTests.Services.AuthServiceUnitTests.TestUpdateTokenWithValidTokens","UnitTests.Services.AuthServiceUnitTests.TestUpdateTokenWithValidTokens",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","6","","","","UnitTests.Repositories.ReportRepositoryUnitTests","UnitTests.Repositories.ReportRepositoryUnitTests.TestCreateReportInEmptyTable","UnitTests.Repositories.ReportRepositoryUnitTests.TestCreateReportInEmptyTable",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","3","","","","UnitTests.Services.UserServiceUnitTests","UnitTests.Services.UserServiceUnitTests.BanUserExists","UnitTests.Services.UserServiceUnitTests.BanUserExists",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Repositories.DatasetRepositoryUnitTests","UnitTests.Repositories.DatasetRepositoryUnitTests.TestGetAllDataset","UnitTests.Repositories.DatasetRepositoryUnitTests.TestGetAllDataset",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","0","","","","UnitTests.Converters.LabelConverterUnitTests","UnitTests.Converters.LabelConverterUnitTests.TestConvertNullCoreToDbModel","UnitTests.Converters.LabelConverterUnitTests.TestConvertNullCoreToDbModel",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","7","","","","UnitTests.Repositories.MarkedRepositoryUnitTests","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetByDatasetId","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetByDatasetId",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","2","","","","UnitTests.Services.MarkedServiceTests","UnitTests.Services.MarkedServiceTests.Get_ShouldReturnMarkedModels_WhenAdminIdIsAdmin","UnitTests.Services.MarkedServiceTests.Get_ShouldReturnMarkedModels_WhenAdminIdIsAdmin",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Services.LabelServiceUnitTests","UnitTests.Services.LabelServiceUnitTests.TestGetAllLabels","UnitTests.Services.LabelServiceUnitTests.TestGetAllLabels",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","3","","","","UnitTests.Repositories.UserRepositoryUnitTests","UnitTests.Repositories.UserRepositoryUnitTests.TestUnbanUserByBanIdNotFound","UnitTests.Repositories.UserRepositoryUnitTests.TestUnbanUserByBanIdNotFound",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Repositories.ImageRepositoryUnitTests","UnitTests.Repositories.ImageRepositoryUnitTests.TestGetExistingImage","UnitTests.Repositories.ImageRepositoryUnitTests.TestGetExistingImage",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","3","","","","UnitTests.Converters.AreaConverterUnitTests","UnitTests.Converters.AreaConverterUnitTests.TestConvertOkCoreToDbModel","UnitTests.Converters.AreaConverterUnitTests.TestConvertOkCoreToDbModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","0","","","","UnitTests.Converters.SchemeConverterUnitTests","UnitTests.Converters.SchemeConverterUnitTests.TestConvertNullDbToCoreModel","UnitTests.Converters.SchemeConverterUnitTests.TestConvertNullDbToCoreModel",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","2","","","","UnitTests.Services.MarkedServiceTests","UnitTests.Services.MarkedServiceTests.Delete_ShouldLogAndHandleException_WhenIdDoesNotExist","UnitTests.Services.MarkedServiceTests.Delete_ShouldLogAndHandleException_WhenIdDoesNotExist",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","3","","","","UnitTests.Services.UserServiceUnitTests","UnitTests.Services.UserServiceUnitTests.GetUserByIDsExistingUsers","UnitTests.Services.UserServiceUnitTests.GetUserByIDsExistingUsers",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","3","","","","UnitTests.Repositories.UserRepositoryUnitTests","UnitTests.Repositories.UserRepositoryUnitTests.TestGetAllUsers","UnitTests.Repositories.UserRepositoryUnitTests.TestGetAllUsers",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","2","","","","UnitTests.Repositories.MarkedRepositoryUnitTests","UnitTests.Repositories.MarkedRepositoryUnitTests.TestDeleteNonExistentMarked","UnitTests.Repositories.MarkedRepositoryUnitTests.TestDeleteNonExistentMarked",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","3","","","","UnitTests.Services.SchemeServiceUnitTests","UnitTests.Services.SchemeServiceUnitTests.TestDeleteSchemeSuccessfully","UnitTests.Services.SchemeServiceUnitTests.TestDeleteSchemeSuccessfully",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Converters.LabelConverterUnitTests","UnitTests.Converters.LabelConverterUnitTests.TestConvertOkCoreToDbModel","UnitTests.Converters.LabelConverterUnitTests.TestConvertOkCoreToDbModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Repositories.DatasetRepositoryUnitTests","UnitTests.Repositories.DatasetRepositoryUnitTests.TestAddDatasetInEmptyTable","UnitTests.Repositories.DatasetRepositoryUnitTests.TestAddDatasetInEmptyTable",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","4","","","","UnitTests.Repositories.SchemeRepositoryUnitTests","UnitTests.Repositories.SchemeRepositoryUnitTests.TestUpdateNonExistentScheme","UnitTests.Repositories.SchemeRepositoryUnitTests.TestUpdateNonExistentScheme",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Services.ReportServiceUnitTests","UnitTests.Services.ReportServiceUnitTests.TestCreateReportWithInvalidUserId","UnitTests.Services.ReportServiceUnitTests.TestCreateReportWithInvalidUserId",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","2","","","","UnitTests.Repositories.UserRepositoryUnitTests","UnitTests.Repositories.UserRepositoryUnitTests.TestGetUserByUsernameNotFound","UnitTests.Repositories.UserRepositoryUnitTests.TestGetUserByUsernameNotFound",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","0","","","","UnitTests.Converters.MarkedConverterUnitTests","UnitTests.Converters.MarkedConverterUnitTests.TestConvertNullCoreToDbConnectModel","UnitTests.Converters.MarkedConverterUnitTests.TestConvertNullCoreToDbConnectModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Services.SchemeServiceUnitTests","UnitTests.Services.SchemeServiceUnitTests.TestDeleteSchemeWithNonExistingId","UnitTests.Services.SchemeServiceUnitTests.TestDeleteSchemeWithNonExistingId",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","2","","","","UnitTests.Repositories.UserRepositoryUnitTests","UnitTests.Repositories.UserRepositoryUnitTests.TestGetUserByEmailNotFound","UnitTests.Repositories.UserRepositoryUnitTests.TestGetUserByEmailNotFound",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Services.UserServiceUnitTests","UnitTests.Services.UserServiceUnitTests.UnbanUserIsNotBanned","UnitTests.Services.UserServiceUnitTests.UnbanUserIsNotBanned",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Converters.BannedConverterUnitTests","UnitTests.Converters.BannedConverterUnitTests.TestConvertOkDbToCoreModel","UnitTests.Converters.BannedConverterUnitTests.TestConvertOkDbToCoreModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Services.SchemeServiceUnitTests","UnitTests.Services.SchemeServiceUnitTests.TestUpdateSchemeWithNoLabels","UnitTests.Services.SchemeServiceUnitTests.TestUpdateSchemeWithNoLabels",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","0","","","","UnitTests.Converters.DatasetConverterUnitTests","UnitTests.Converters.DatasetConverterUnitTests.TestConvertNullDbToCoreModel","UnitTests.Converters.DatasetConverterUnitTests.TestConvertNullDbToCoreModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","4","","","","UnitTests.Repositories.UserRepositoryUnitTests","UnitTests.Repositories.UserRepositoryUnitTests.TestGetUserByIdNotFound","UnitTests.Repositories.UserRepositoryUnitTests.TestGetUserByIdNotFound",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Services.LabelServiceUnitTests","UnitTests.Services.LabelServiceUnitTests.TestDeleteExistingLabel","UnitTests.Services.LabelServiceUnitTests.TestDeleteExistingLabel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Converters.AreaConverterUnitTests","UnitTests.Converters.AreaConverterUnitTests.TestConvertOkDbToCoreModel","UnitTests.Converters.AreaConverterUnitTests.TestConvertOkDbToCoreModel",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","3","","","","UnitTests.Repositories.MarkedRepositoryUnitTests","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetNonExistentMarked","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetNonExistentMarked",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","9","","","","UnitTests.Repositories.ImageRepositoryUnitTests","UnitTests.Repositories.ImageRepositoryUnitTests.TestGetNonExistentImage","UnitTests.Repositories.ImageRepositoryUnitTests.TestGetNonExistentImage",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","2","","","","UnitTests.Repositories.UserRepositoryUnitTests","UnitTests.Repositories.UserRepositoryUnitTests.TestIsBan","UnitTests.Repositories.UserRepositoryUnitTests.TestIsBan",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Converters.UserConverterUnitTests","UnitTests.Converters.UserConverterUnitTests.TestConvertOkCoreToDbModel","UnitTests.Converters.UserConverterUnitTests.TestConvertOkCoreToDbModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","10","","","","UnitTests.Repositories.MarkedRepositoryUnitTests","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetByNonExistentDatasetAndSchemeId","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetByNonExistentDatasetAndSchemeId",""
